id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
0,,,,,,Sol,0,0,0,0,0,0,-26.7,4.85,G2V,0.656,5E-06,0,0,0,0,0,0,0,0,0,,,,1,0,,1,,,
32263,32349,48915,2491,Gl 244A,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-546.01,-1223.08,-9.4,-1.44,1.454,A0m...,0.009,-0.494323,2.476731,-0.758485,9.53E-06,-1.207E-05,-1.221E-05,1.7677953696022,-0.291751258517685,-2.64713117720139E-06,-5.929659164E-06,Alp,9,CMa,1,32263,Gl 244,22.824433121735,,-1.333,-1.523
30365,30438,45348,2326,,Alp Car,Canopus,6.399195,-52.69566,94.7867,19.99,23.67,21,-0.62,-5.504,F0Ib,0.164,-5.992679,57.132034,-75.396105,-1.14E-05,2.059E-05,-1.049E-05,1.67530535199973,-0.919712774890268,9.69142547430555E-08,1.14755398E-07,Alp,,Car,1,30365,,13854.7916756672,,-0.547,-0.667
69451,69673,124897,5340,Gl 541,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-1093.45,-1999.4,-5,-0.05,-0.307,K2IIIp,1.239,-8.823448,-5.932531,3.698938,-5.905E-05,3.22E-05,-0.00010473,3.73352902854209,0.334796218058621,-5.30119519003472E-06,-9.693364729E-06,Alp,16,Boo,1,69451,,115.557995540213,,,
71456,71683,128620,5459,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-7.22E-06,2.476E-05,2.491E-05,3.83817921177723,-1.06175317577042,-1.78323683168264E-05,2.336026238E-06,Alp-1,,Cen,1,71456,Gl 559,1.54312106565779,,0.113,-0.087
90979,91262,172167,7001,Gl 721,3Alp Lyr,Vega,18.61564,38.783692,7.6787,201.02,287.46,-12.1,0.03,0.604,A0Vvar,-0.001,0.960565,-5.908009,4.809731,4.76E-06,1.734E-05,5.9E-07,4.87356309550903,0.676903116397302,9.74572460652778E-07,1.393645406E-06,Alp,3,Lyr,1,90979,,49.934418872135,,,
24549,24608,34029,1708,Gl 194A,13Alp Aur,Capella,5.27815,45.997991,13.1234,75.52,-427.13,22.2,0.08,-0.51,M1: comp,0.795,1.712633,8.954439,9.440007,1.92E-06,3.559E-05,-2.54E-06,1.3818164126488,0.802816392634111,3.66131291555556E-07,-2.070784673E-06,Alp,13,Aur,1,24549,Gl 194,139.31568029453,,,
24378,24436,34085,1713,,19Bet Ori,Rigel,5.242298,-8.20164,264.5503,1.87,-0.56,21,0.18,-6.933,B8Ia,-0.03,51.601106,256.709905,-37.740051,1.82E-06,2.121E-05,-3.77E-06,1.37243036932764,-0.143145630755865,9.06601582638889E-09,-2.714956E-09,Bet,19,Ori,1,24378,,51665.424256695,,,
37173,37279,61421,2943,Gl 280A,10Alp CMi,Procyon,7.655033,5.224993,3.5142,-716.57,-1034.58,-4,0.4,2.671,F5IV-V,0.432,-1.469312,3.17617,0.320024,1.212E-05,2.89E-06,-1.792E-05,2.00408304124283,0.09119333187796,-3.47402939075694E-06,-5.015785376E-06,Alp,10,CMi,1,37173,Gl 280,7.44046366191919,,,
7574,7588,10144,472,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,88.02,-40.08,16,0.45,-2.705,B3Vp,-0.158,21.065573,9.568417,-35.951967,-5.84E-06,1.738E-05,-1.826E-05,0.426355065913764,-0.998969869241576,4.26733001625E-07,-1.94313323E-07,Alp,,Eri,1,7574,,1051.96187382322,Alp,0.487,0.427
27919,27989,39801,2061,,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,27.33,10.86,21,0.45,-5.469,M2Ib,1.5,3.189296,151.364387,19.682142,-1.98E-05,2.068E-05,1.074E-05,1.54972911837132,0.129277631694194,1.32499578895833E-07,5.2650765E-08,Alp,58,Ori,1,27919,,13415.2879826613,Alp,0.571,0.281
68483,68702,122451,5267,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,-33.96,-25.06,6,0.61,-4.789,B1III,-0.231,-50.954051,-30.56287,-104.478695,-1.89E-06,2.194E-05,-1.255E-05,3.68187566037615,-1.0537083140752,-1.64642725916667E-07,-1.21494308E-07,Bet,,Cen,1,68483,,7171.33482657721,Bet,0.634,0.594
97338,97649,187642,7557,Gl 768,53Alp Aql,Altair,19.846388,8.868322,5.1295,536.82,385.54,-26.1,0.76,2.21,A7IV-V,0.221,2.355468,-4.4873,0.790749,-1.12E-06,3.087E-05,5.36E-06,5.195772105547,0.15478141706831,2.60257679995833E-06,1.869150664E-06,Alp,53,Aql,1,97338,,11.3762728582343,Alp,0.803,0.753
60530,60718,108248,4730,,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,-35.37,-14.73,-11,0.77,-4.202,B0.5IV,-0.243,-44.363755,-5.171957,-88.034513,9.34E-06,1.813E-05,6.84E-06,3.25765128156226,-1.10128690286423,-1.714785988125E-07,-7.1413055E-08,Alp-1,,Cru,1,60530,,4176.37992950974,,,
21368,21421,29139,1457,Gl 171.1A,87Alp Tau,Aldebaran,4.598677,16.509301,20.4332,62.78,-189.36,54.5,0.87,-0.682,K5III,1.538,7.02722,18.287604,5.806661,1.528E-05,5.709E-05,-2.14E-06,1.20393081120275,0.288141666122131,3.04366028652778E-07,-9.18043185E-07,Alp,87,Tau,1,21368,Gl 171.1,163.2300072819,Alp,0.888,0.858
118360,,,,Gl 194B,,,5.277926,46.000842,12.9383,80.57,-422.38,33.9,0.96,0.401,G0 III,,1.689045,8.828648,9.308413,3.14E-06,4.332E-05,6.54E-06,1.38175777871912,0.8028661534716,3.90614382423611E-07,-2.047770568E-06,,,Aur,2,24549,Gl 194,60.2004863684459,,,
65269,65474,116658,5056,,67Alp Vir,Spica,13.419883,-11.161322,76.5697,-42.5,-31.73,1,0.98,-3.44,B1V,-0.235,-69.990853,-27.285826,-14.82176,-4.54E-06,1.516E-05,-1.175E-05,3.51331721809913,-0.194801818024575,-2.06045814236111E-07,-1.5383138E-07,Alp,67,Vir,1,65269,,2070.14134879104,Alp,1.001,0.961
80519,80763,148478,6134,,21Alp Sco,Antares,16.490128,-26.432002,169.7793,-10.16,-23.21,-3,1.06,-5.089,M1Ib + B2.5V,1.865,-58.542602,-140.307591,-75.574766,-3.38E-06,1.36E-05,-1.574E-05,4.31710546600064,-0.461325470595981,-4.92570699444444E-08,-1.12525255E-07,Alp,21,Sco,1,80519,,9453.66045957965,Alp,1.155,0.995
37718,37826,62509,2990,Gl 286,78Bet Gem,Pollux,7.755277,28.026199,10.3584,-625.69,-45.95,3.6,1.16,1.084,K0IIIvar,0.991,-4.055465,8.19518,4.867171,2.624E-05,1.782E-05,-3.1E-07,2.03032688748122,0.489149441745998,-3.03343071786806E-06,-2.22771886E-07,Bet,78,Gem,1,37718,,32.0922376804843,,,
113008,113368,216956,8728,Gl 881,24Alp PsA,Fomalhaut,22.960838,-29.622236,7.7036,329.22,-164.22,6.1,1.17,1.737,A3V,0.145,6.450517,-1.799476,-3.807757,5.61E-06,1.12E-05,-8.41E-06,6.01113338390649,-0.517005551408977,1.596103599125E-06,-7.96161026E-07,Alp,24,PsA,1,113008,,17.5873335413557,,,
62239,62434,111123,4853,,Bet Cru,Becrux,12.795359,-59.688764,85.3971,-48.24,-12.82,16,1.25,-3.407,B0.5III,-0.238,-42.168771,-8.909619,-73.723149,-7.73E-06,1.878E-05,-1.681E-05,3.34981702660145,-1.04176544983974,-2.338741195E-07,-6.2153113E-08,Bet,,Cru,1,62239,,2008.16780418399,Bet,1.267,1.237
101767,102098,197345,7924,,50Alp Cyg,Deneb,20.690532,45.280338,432.9004,1.56,1.55,-5,1.25,-6.932,A2Ia,0.092,197.250632,-232.113407,307.600832,-1.33E-06,6.62E-06,-1.34E-06,5.41676854217707,0.790290982752855,7.56309341666667E-09,7.514612E-09,Alp,50,Cyg,1,101767,,51617.8605496673,Alp,1.294,1.224
71453,71681,128621,5460,Gl 559B,Alp2Cen,,14.660346,-60.8383,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495181,-0.413973,-1.156674,-7.22E-06,2.476E-05,2.491E-05,3.83806957077723,-1.06182864877042,-1.78323683168264E-05,2.336026238E-06,Alp-2,,Cen,2,71456,Gl 559,0.440960816450638,,,
49528,49669,87901,3982,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,-249.4,4.91,6,1.36,-0.569,B7V,-0.087,-21.018857,11.132218,5.041397,8.56E-06,2.873E-05,1.84E-06,2.65452317215346,0.208867165288071,-1.20912531930556E-06,2.3804351E-08,Alp,32,Leo,1,49528,,147.095707679698,,,
33492,33579,52089,2618,,21Eps CMa,Adhara,6.977097,-28.972084,124.2236,2.63,2.29,27,1.5,-3.971,B2II,-0.211,-27.497987,105.141608,-60.171969,-7.81E-06,2.362E-05,-1.217E-05,1.82659964856775,-0.505658251855461,1.27505997986111E-08,1.1102233E-08,Eps,21,CMa,1,33492,,3375.98104855425,,,
36744,36850,60179,2891,Gl 278A,66Alp Gem,Castor,7.576634,31.888276,15.5958,-206.33,-148.18,6,1.58,0.615,A2Vm,0.034,-5.311938,12.130011,8.238737,9.83E-06,1.645E-05,-6.27E-06,1.98355827023441,0.556555413027029,-1.00031606709028E-06,-7.18396911E-07,Alp,66,Gem,1,36744,Gl 278,49.4310686986835,,,
60893,61084,108903,4763,,Gam Cru,Gacrux,12.519429,-57.113212,27.1518,27.94,-264.33,21,1.59,-0.579,M4III,1.6,-14.606901,-1.998688,-22.800748,1.789E-05,-1.26E-06,-3.693E-05,3.27757892924825,-0.996813589195009,1.35456942347222E-07,-1.281508001E-06,Gam,,Cru,1,60893,,148.456767505227,,,
85665,85927,158926,6527,,35Lam Sco,Shaula,17.560145,-37.103821,175.1313,-8.9,-29.95,-3,1.62,-4.597,B1.5IV+...,-0.231,-16.048583,-138.749793,-105.649898,-5.46E-06,1.854E-05,-1.843E-05,4.59723515245135,-0.647583842514849,-4.31484175694444E-08,-1.45201697E-07,Lam,35,Sco,1,85665,,6008.96950483486,Lam,1.656,1.596
25273,25336,35468,1790,,24Gam Ori,Bellatrix,5.418851,6.349702,77.3994,-8.75,-13.28,18,1.64,-2.804,B2III,-0.224,11.658576,76.036136,8.56012,6.1E-06,1.813E-05,-2.92E-06,1.41865183381453,0.11082320964651,-4.24211970486111E-08,-6.4383256E-08,Gam,24,Ori,1,25273,,1152.39137719949,,,
25364,25428,35497,1791,,112Bet Tau,Alnath,5.438198,28.60745,41.0509,23.28,-174.22,9,1.65,-1.417,B7III,-0.13,5.281578,35.6504,19.655456,-9.7E-07,2.509E-05,-2.603E-05,1.42371680856547,0.499294192379052,1.12864624833333E-07,-8.44642394E-07,Bet,112,Tau,1,25364,,321.218093398799,,,
45106,45238,80007,3685,,Bet Car,Miaplacidus,9.220041,-69.717208,34.6981,-157.66,108.91,-5,1.67,-1.032,A2IV,0.07,-8.980712,8.001552,-32.546536,6.13E-06,3.005E-05,1.115E-05,2.41380117287407,-1.21679481890743,-7.64357248763889E-07,5.28010579E-07,Bet,,Car,1,45106,,225.320133562948,,,
26246,26311,37128,1903,,46Eps Ori,Alnilam,5.603559,-1.20192,606.0606,1.49,-1.06,26,1.69,-7.223,B0Ia,-0.184,62.775122,602.66691,-12.712683,-1.61E-06,2.683E-05,-3.67E-06,1.46700838720758,-0.020977457966469,7.22372384027778E-09,-5.139025E-09,Eps,46,Ori,1,26246,,67483.8730870757,Eps,1.717,1.667
108922,109268,209952,8425,Gl 848.2,Alp Gru,Alnair,22.137209,-46.960975,30.9693,127.6,-147.91,10.9,1.73,-0.725,B7IV,-0.07,18.672505,-9.904001,-22.635193,1.36E-06,2.096E-05,-2.33E-05,5.79550764294474,-0.819623639519247,6.18622256388889E-07,-7.17087914E-07,Alp,,Gru,1,108922,,169.824365246174,,,
26662,26727,37742,1948,,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,3.99,2.54,18,1.74,-5.028,O9.5Ib SB,-0.199,18.918488,224.809409,-7.651875,-2.8E-06,1.879E-05,2.15E-06,1.48684068726058,-0.033904281250164,1.93440658541667E-08,1.2314267E-08,Zet,50,Ori,1,26662,,8937.16960850198,,,
39840,39953,68273,3207,,Gam2Vel,,8.158876,-47.336588,342.4658,-5.93,9.9,35,1.75,-5.923,WC8 + O9I,-0.145,-124.300149,195.993257,-251.831601,-1.115E-05,3.596E-05,-1.518E-05,2.1359886134423,-0.826179311030153,-2.87494512569444E-08,4.7996554E-08,Gam-2,,Vel,1,39840,,20379.8038628705,Gam-2,1.767,1.727
62757,62956,112185,4905,,77Eps UMa,Alioth,12.900472,55.959821,25.31,111.74,-8.99,-9,1.76,-0.256,A0p,-0.022,-13.775959,-3.309169,20.972944,7.32E-06,-1.234E-05,-8.24E-06,3.37733559014456,0.976683126633446,5.41730806652778E-07,-4.3584749E-08,Eps,77,UMa,1,62757,,110.255433210222,Eps,1.776,1.746
15824,15863,20902,1017,,33Alp Per,Mirphak,3.405378,49.86118,155.2795,24.11,-26.01,-2,1.79,-4.166,F5Ib,0.481,62.885098,77.880689,118.708804,-5.55E-06,2.202E-05,-1.419E-05,0.891526003775061,0.870241751624667,1.16888578381944E-07,-1.26100038E-07,Alp,33,Per,1,15824,,4040.17335373001,,,
89906,90185,169022,6879,,20Eps Sgr,Kaus Australis,18.402868,-34.384616,43.9367,-39.61,-124.05,-15,1.79,-1.424,B9.5III,-0.031,3.817188,-36.057831,-24.812975,-1.129E-05,2.654E-05,-1.314E-05,4.81785945269639,-0.600124762349487,-1.92034698868056E-07,-6.0141137E-07,Eps,20,Sgr,1,89906,,323.295753368094,,,
53905,54061,95689,4301,,50Alp UMa,Dubhe,11.062155,61.751033,37.679,-136.46,-35.25,-9,1.81,-1.07,F7V comp,1.061,-17.298705,4.33488,33.191332,4.78E-06,2.45E-05,-1.116E-05,2.89606535020345,1.07775884465281,-6.61576748486111E-07,-1.70896822E-07,Alp,50,UMa,1,53905,,233.3458062281,,,
34354,34444,54605,2693,,25Del CMa,Wezen,7.139857,-26.3932,492.6108,-2.75,3.33,34,1.83,-6.633,F8Ia,0.671,-129.733458,421.761488,-218.979855,-3.92E-06,3.508E-05,-8.33E-06,1.86921013234171,-0.460648233737419,-1.33323762152778E-08,1.6144295E-08,Del,25,CMa,1,34354,,39192.2322454977,,,
67088,67301,120315,5191,,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,-121.23,-15.56,-11,1.85,-0.667,B3V SB,-0.099,-18.529548,-9.394541,24.164506,-3.55E-06,1.92E-05,-1.01E-05,3.61082990127828,0.86067883892618,-5.877396249375E-07,-7.5437008E-08,Eta,85,UMa,1,67088,,160.990407621571,,,
40921,41037,71129,3307,,Eps Car,Avior,8.375236,-59.509483,185.5288,-25.34,22.72,2,1.86,-4.482,K3III+B2V,1.196,-54.83708,76.515238,-159.872623,7.66E-06,2.843E-05,8.61E-06,2.19263167604687,-1.03863641419041,-1.22851786652778E-07,1.10149668E-07,Eps,,Car,1,40921,,5405.0535370867,,,
85965,86228,159532,6553,,The Sco,Sargas,17.62198,-42.997824,92.081,6.06,-0.95,1,1.86,-2.961,F1II,0.406,-6.654055,-67.016643,-62.796539,2.65E-06,-7.2E-07,-1.01E-06,4.61342366507245,-0.750453596300129,2.93797090416667E-08,-4.605729E-09,The,,Sco,1,85965,,1331.68037626998,,,
28288,28360,40183,2088,NN 3375,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,-56.41,-0.88,-19.4,1.9,-0.078,A2V,0.077,0.036195,17.601288,17.569058,6.77E-06,-1.398E-05,-1.409E-05,1.56874094502027,0.78448069066935,-2.73483397201389E-07,-4.26636E-09,Bet,34,Aur,1,28288,,93.583654358353,Bet,1.967,1.897
82022,82273,150798,6217,,Alp TrA,Atria,16.811077,-69.027715,119.7605,17.85,-32.92,-3,1.91,-3.482,K2IIb-IIIa,1.447,-13.127447,-40.804561,-111.826781,1.567E-05,1.486E-05,-3.98E-06,4.40112958621837,-1.2047609005058,8.65392419791667E-08,-1.59600663E-07,Alp,,TrA,1,82022,,2151.79057033976,,,
31601,31681,47105,2421,,24Gam Gem,Alhena,6.628528,16.399252,33.5121,-2.04,-66.92,-13,1.93,-0.696,A0IV,0.001,-5.266162,31.714389,9.461403,1.91E-06,-9.5E-06,-1.418E-05,1.73534459346076,0.286220944173494,-9.89019908333333E-09,-3.24437315E-07,Gam,24,Gem,1,31601,,165.348401217115,,,
42794,42913,74956,3485,Gl 321.3A,Del Vel,,8.745059,-54.708821,24.6975,28.78,-104.14,2.2,1.93,-0.033,A1V,0.043,-9.394033,10.739813,-20.158771,3.25E-06,-8.95E-06,-9.04E-06,2.28945121088205,-0.954849056743453,1.39529377263889E-07,-5.04884966E-07,Del,,Vel,1,42794,Gl 321.3,89.7842170909727,Del,1.939,1.929
100425,100751,193924,7790,,Alp Pav,Peacock,20.427459,-56.73509,54.8246,7.71,-86.15,2,1.94,-1.755,B2IV,-0.118,17.850262,-24.200974,-45.841245,-9.05E-06,1.572E-05,-1.427E-05,5.34789637906743,-0.990214121586119,3.73791347708333E-08,-4.17666985E-07,Alp,,Pav,1,100425,,438.530697774986,,,
11734,11767,8890,424,,1Alp UMi,Polaris,2.52975,89.264109,132.626,44.22,-11.74,-17,1.97,-3.643,F7:Ib-IIv SB,0.636,1.3431,1.047629,132.614909,-1.171E-05,2.692E-05,-1.748E-05,0.662287074865334,1.55795261297515,2.14384609541667E-07,-5.6917126E-08,Alp,1,UMi,1,11734,,2495.74379483157,Alp,1.993,1.953
30251,30324,44743,2294,,2Bet CMa,Mirzam,6.378329,-17.955918,151.0574,-3.45,-0.47,34,1.98,-3.916,B1II/III,-0.24,-14.209731,142.995999,-46.568852,-7.5E-07,3.306E-05,-1.105E-05,1.66984269564687,-0.31338988393796,-1.67260719791667E-08,-2.278624E-09,Bet,2,CMa,1,30251,,3209.22376804844,Bet,1.999,1.969
46259,46390,81797,3748,,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,-14.49,33.25,-4,1.99,-1.723,K3III,1.44,-43.003468,33.722848,-8.322089,4.52E-06,1.39E-06,9.42E-06,2.47656718031685,-0.151121122495205,-7.02495023125E-08,1.61200548E-07,Alp,30,Hya,1,46259,,425.794453582597,,,
9861,9884,12929,617,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,190.73,-145.77,-14.4,2.01,0.486,K2III,1.151,15.731986,9.751722,8.03361,-1.649E-05,1.173E-05,-1.894E-05,0.554898130994913,0.409496533262108,9.24685132923611E-07,-7.06712902E-07,Alp,13,Ari,1,9861,,55.6672798150948,,,
50440,50583,89484,4057,,41Gam1Leo,Algieba,10.332873,19.841489,39.8883,310.77,-152.88,-37,2.01,-0.994,K0III,1.128,-34.002797,15.860719,13.53874,-2.24E-06,-6.526E-05,-4.065E-05,2.70513983723541,0.346299305647402,1.5066554750625E-06,-7.41183154E-07,Gam-1,41,Leo,1,50440,,217.570495092579,,,
3413,3419,4128,188,Gl 31,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,232.79,32.71,13.3,2.04,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,7.82E-06,3.545E-05,2.5E-07,0.190194642230461,-0.313925470402652,1.12859776696528E-06,1.58582554E-07,Bet,16,Cet,1,3413,,116.091387012618,,,
92564,92855,175191,7121,,34Sig Sgr,Nunki,18.92109,-26.296722,69.8324,13.87,-52.65,-11,2.05,-2.17,B2.5V,-0.134,14.950858,-60.794062,-30.937099,2.7E-07,1.858E-05,-1.1E-05,4.953529829382,-0.458964384476017,6.72436574930556E-08,-2.55254402E-07,Sig,34,Sgr,1,92564,,642.687717317019,,,
68714,68933,123139,5288,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-1.9E-06,5.217E-05,-3.724E-05,3.69435454809658,-0.634775452665311,-2.51758896175694E-06,-2.510704607E-06,The,5,Cen,1,68714,,42.4619563946313,,,
676,677,358,15,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-2E-08,1.958E-05,-2.65E-05,0.036597162708016,0.507723818465945,6.57795201777778E-07,-7.90003892E-07,Alp,21,And,1,676,,114.498553469019,Alp,2.083,2.063
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.07,-1.84,M0IIIvar,1.576,46.946371,14.741814,35.255129,2.23E-06,5.471E-05,-2.725E-05,0.30426179273799,0.621696012069061,8.512843416875E-07,-5.44106393E-07,Bet,43,And,1,5436,,474.241985260245,,,
27298,27366,38771,2004,,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,1.55,-1.2,21,2.07,-4.418,B0.5Iavar,-0.168,10.444137,195.314937,-33.326707,-3.7E-07,2.103E-05,-4.75E-06,1.51737389275286,-0.168766439905435,7.51461204861111E-09,-5.817764E-09,Kap,53,Ori,1,27298,,5095.65480608115,,,
72380,72607,131873,5563,,7Bet UMi,Kochab,14.845105,74.155505,40.1445,-32.29,11.91,17,2.07,-0.948,K4IIIvar,1.465,-8.058164,-7.429707,38.619407,-6.11E-06,2.91E-06,1.736E-05,3.88643929021955,1.29425771723645,-1.56546337451389E-07,5.7741309E-08,Bet,7,UMi,1,72380,,208.545104769317,,,
111768,112122,214952,8636,,Bet Gru,,22.711115,-46.884577,54.2594,135.68,-4.51,2,2.07,-1.602,M5III,1.61,34.993484,-12.277259,-39.608199,1.232E-05,3.35E-05,-2.3E-06,5.94575599770802,-0.81829023431959,6.57795201777778E-07,-2.1865096E-08,Bet,,Gru,1,111768,,380.890376498135,,2.191,1.971
85769,86032,159561,6556,Gl 681,55Alp Oph,Rasalhague,17.582241,12.560035,14.8965,110.08,-222.61,12.6,2.08,1.215,A5III,0.155,-1.587067,-14.453242,3.239454,6.15E-06,-1.685E-05,-1.289E-05,4.60302002272537,0.219213960617327,5.33682899555556E-07,-1.079243734E-06,Alp,55,Oph,1,85769,,28.4446110744792,,,
14540,14576,19356,936,,26Bet Per,Algol,3.136148,40.955648,27.571,2.39,-1.44,4,2.09,-0.112,B8V,-0.003,14.189428,15.238793,18.072114,1.96E-06,2.57E-06,2.54E-06,0.821041501386661,0.714810897913476,1.15870469652778E-08,-6.981317E-09,Bet,26,Per,1,14540,,96.560609854155,Bet,2.213,2.073
9618,9640,12533,603,,57Gam1And,Almaak,2.064984,42.329725,120.4819,43.08,-50.85,-12,2.1,-3.305,B8V,1.37,76.368059,45.840864,81.131974,-3.58E-06,2.72E-05,-3.022E-05,0.540611676505169,0.738793066882135,2.08857733583333E-07,-2.46527756E-07,Gam-1,57,And,1,9618,,1828.10021614274,,,
57459,57632,102647,4534,Gl 448,94Bet Leo,Denebola,11.817663,14.57206,10.9999,-499.02,-113.78,-0.2,2.14,1.933,A3Vvar,0.09,-10.633926,0.508011,2.767546,-6E-08,2.664E-05,-5.92E-06,3.09385696597425,0.254330430316206,-2.41931722870833E-06,-5.51621005E-07,Bet,94,Leo,1,57459,,14.6824996783199,,,
4417,4427,5394,264,,27Gam Cas,Cih,0.945143,60.71674,168.3502,25.65,-3.82,-7,2.15,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,-5.89E-06,2.01E-05,-7.77E-06,0.247437951103704,1.05970702895103,1.243547090625E-07,-1.8519882E-08,Gam,27,Cas,1,4417,,3407.21861659357,Gam,2.173,2.133
61739,61932,110304,4819,,Gam Cen,,12.691971,-48.959888,39.9042,-187.28,-1.2,-6,2.2,-0.805,A1IV,-0.023,-25.771821,-4.720403,-30.097707,-2.39E-06,3.639E-05,4.48E-06,3.32275024235822,-0.854511252905435,-9.07959060944445E-07,-5.817764E-09,Gam,,Cen,1,61739,,182.810021614274,,,
39318,39429,66811,3165,,Zet Pup,Naos,8.059737,-40.003148,332.2259,-30.82,16.77,-24,2.21,-5.397,O5IAf,-0.269,-130.674899,218.376203,-213.564535,4.333E-05,2.425E-05,3.647E-05,2.11003413257871,-0.698186637596527,-1.49419576347222E-07,8.1303254E-08,Zet,,Pup,1,39318,,12554.5167368714,Zet,2.224,2.194
45425,45556,80404,3699,,Iot Car,Tureis,9.284838,-59.275229,234.7418,-19.03,13.11,13,2.21,-4.643,A8Ib,0.189,-90.887872,78.251756,-201.791538,-7.4E-07,2.921E-05,-3.81E-06,2.43076493672462,-1.03454791385811,-9.22600434097222E-08,6.3559073E-08,Iot,,Car,1,45425,,6269.02497476165,,,
76035,76267,139006,5793,,5Alp CrB,Alphekka,15.578128,26.714693,23.0097,120.38,-89.44,2,2.22,0.41,A0V,0.032,-12.176093,-16.558746,10.343974,7.08E-06,-1.304E-05,-7.99E-06,4.0783442886637,0.466259350848144,5.83618708652778E-07,-4.33617355E-07,Alp,5,CrB,1,76035,,59.7035286583837,Alp,2.289,2.209
44689,44816,78647,3634,,Lam Vel,,9.133268,-43.432589,166.9449,-23.21,14.28,18,2.23,-3.883,K4Ib-II,1.665,-88.662596,82.682121,-114.774841,-2.78E-06,2.827E-05,-4.26E-06,2.39108387640402,-0.758041685225311,-1.12525255256944E-07,6.9231393E-08,Lam,,Vel,1,44689,,3113.14966544702,Lam,2.272,2.182
65173,65378,116656,5054,NN 3783A,79Zet UMa,Mizar,13.398747,54.925362,26.3089,121.23,-22.01,-5.6,2.23,0.129,A2V,0.057,-14.115808,-5.413302,21.531272,6.46E-06,-1.408E-05,-6.3E-06,3.50778385472172,0.958628404309454,5.877396249375E-07,-1.06707491E-07,Zet,79,UMa,1,65173,NN 3783,77.3392578048997,,2.336,2.196
100128,100453,194093,7796,,37Gam Cyg,Sadr,20.370473,40.256679,561.7978,2.43,-0.93,-8,2.23,-6.518,F8Ib,0.673,249.318228,-348.795593,363.040966,2.7E-06,7.6E-06,-7.22E-06,5.33297725508351,0.702611597548289,1.17809724375E-08,-4.508767E-09,Gam,37,Cyg,1,100128,,35253.3181195886,,,
3172,3179,3712,168,,18Alp Cas,Shedir,0.675116,56.537331,69.979,50.36,-32.17,-4,2.24,-1.985,K0II-IIIvar,1.17,37.984817,6.784483,58.379619,3.74E-06,1.802E-05,-9.43E-06,0.176744881331483,0.986762576310091,2.44152169527778E-07,-1.55964561E-07,Alp,18,Cas,1,3172,,542.000890401624,Alp,2.25,2.23
87561,87833,164058,6705,,33Gam Dra,Etamin,17.943437,51.488895,47.3037,-8.52,-23.05,-28,2.24,-1.134,K5III,1.521,-0.436154,-29.451035,37.014357,-1.75E-06,1.372E-05,-2.57E-05,4.6975807915714,0.898650744191411,-4.13061255833333E-08,-1.11749553E-07,Gam,33,Dra,1,87561,,247.514131807431,,,
25865,25930,36486,1852,,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,1.67,0.56,16,2.25,-4.385,O9.5II,-0.175,25.868117,210.729667,-1.108306,2.9E-07,1.645E-05,4.9E-07,1.4486524168434,-0.005220140244135,8.09638846527778E-09,2.714956E-09,Del,34,Ori,1,25865,,4943.10686986835,Del,2.334,2.234
744,746,432,21,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,1.681E-05,4.329E-05,2.39E-06,0.040025852830323,1.03235840436763,2.53746632265972E-06,-8.74700842E-07,Bet,11,Cas,1,744,,30.0607630262823,Bet,2.303,2.263
